date,game,market,pick,line,proj,edge,book,odds,stake,result,profit
2026-02-28,Portland Trail Blazers @ Charlotte Hornets,TOTAL,UNDER 229.5,229.5,226.5,3.0,FanDuel,1.93,0.0,Pending,0
2026-02-28,Houston Rockets @ Miami Heat,SPREAD,Heat +2.0,2.0,Heat -4.0,6.0,FanDuel,1.91,0.0,Pending,0
2026-02-28,Toronto Raptors @ Washington Wizards,SPREAD,Wizards +13.5,13.5,Raptors -6.0,7.5,FanDuel,1.91,0.0,Pending,0
2026-02-28,Los Angeles Lakers @ Golden State Warriors,SPREAD,Warriors +4.0,4.0,Lakers -0.1,3.9,FanDuel,1.94,0.0,Pending,0
2026-02-28,Los Angeles Lakers @ Golden State Warriors,TOTAL,UNDER 229.5,229.5,223.3,6.2,FanDuel,1.89,0.0,Pending,0
2026-02-28,New Orleans Pelicans @ Utah Jazz,SPREAD,Jazz +6.5,6.5,Pelicans -2.1,4.4,FanDuel,1.91,0.0,Pending,0
2026-02-28,New Orleans Pelicans @ Utah Jazz,TOTAL,UNDER 245.5,245.5,231.3,14.2,FanDuel,1.91,0.0,Pending,0
