date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade
2026-04-10,Daniss Jenkins,PTS,10.5,BetOnline.ag,,,,,OVER,,Detroit Pistons @ Charlotte Hornets,,1.0,Pending,0,,A
2026-04-10,Stephon Castle,AST,7.5,BetOnline.ag,,,,,OVER,,Dallas Mavericks @ San Antonio Spurs,,1.0,Pending,0,,A
2026-04-10,Max Strus,REB,4.5,Bovada,,,,,OVER,,Cleveland Cavaliers @ Atlanta Hawks,,1.0,Pending,0,,A
2026-04-10,Evan Mobley,AST,2.5,BetOnline.ag,,,,,OVER,,Cleveland Cavaliers @ Atlanta Hawks,,0.5,Pending,0,,B
2026-04-10,LeBron James,PTS,24.5,Caesars,,,,,UNDER,,Phoenix Suns @ Los Angeles Lakers,,0.0,Pending,0,,C
