date,game,market,pick,line,proj,edge,book,odds,stake,result,profit
2026-02-27,Cleveland Cavaliers @ Detroit Pistons,SPREAD,Cavaliers +6.0,6.0,Pistons -3.6,2.4,FanDuel,1.91,0.0,Pending,0
2026-02-27,Brooklyn Nets @ Boston Celtics,SPREAD,Nets +17.5,17.5,Celtics -15.4,2.1,FanDuel,1.94,0.0,Pending,0
2026-02-27,Brooklyn Nets @ Boston Celtics,TOTAL,OVER 207.5,207.5,211.5,4.0,FanDuel,1.88,0.5,Pending,0
2026-02-27,New York Knicks @ Milwaukee Bucks,SPREAD,Bucks +8.5,8.5,Knicks -1.9,6.6,FanDuel,1.93,0.5,Pending,0
2026-02-27,New York Knicks @ Milwaukee Bucks,TOTAL,OVER 219.5,219.5,227.7,8.2,FanDuel,1.93,0.5,Pending,0
2026-02-27,Denver Nuggets @ Oklahoma City Thunder,TOTAL,UNDER 233.5,233.5,227.3,6.2,FanDuel,1.91,0.5,Pending,0
