date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade
2026-04-12,Tyrese Maxey,PTS,28.5,BetOnline.ag,,,,,UNDER,SG,Milwaukee Bucks @ Philadelphia 76ers,,1.0,Pending,0,,A
2026-04-12,Luka Garza,3PTM,1.5,BetOnline.ag,,,,,UNDER,C,Orlando Magic @ Boston Celtics,,1.0,Pending,0,,A
2026-04-12,Luke Kennard,3PTM,2.5,BetOnline.ag,,,,,UNDER,SG,Utah Jazz @ Los Angeles Lakers,,1.0,Pending,0,,A
2026-04-12,Nikola Topic,REB,4.5,BetOnline.ag,,,,,UNDER,PG,Phoenix Suns @ Oklahoma City Thunder,,1.0,Pending,0,,A
2026-04-12,Devin Carter,AST,5.5,BetOnline.ag,,,,,UNDER,PG,Sacramento Kings @ Portland Trail Blazers,,1.0,Pending,0,,A
2026-04-12,LeBron James,PTS,26.5,BetOnline.ag,,,,,UNDER,SF,Utah Jazz @ Los Angeles Lakers,,0.5,Pending,0,,B
2026-04-12,Immanuel Quickley,3PTM,2.5,BetOnline.ag,,,,,UNDER,PG,Brooklyn Nets @ Toronto Raptors,,0.5,Pending,0,,B
2026-04-12,Baylor Scheierman,REB,6.5,BetOnline.ag,,,,,UNDER,SF,Orlando Magic @ Boston Celtics,,0.5,Pending,0,,B
