date,game,market,pick,line,proj,edge,book,odds,stake,result,profit,injury_notes,grade,edge_pct
2026-03-28,Detroit Pistons @ Minnesota Timberwolves,MONEYLINE,Detroit Pistons ML,,,,LowVig.ag,2.12,1.0,Pending,0,,A,75.9
2026-03-28,Detroit Pistons @ Minnesota Timberwolves,SPREAD,Pistons +1.5,1.5,,,BetMGM,1.91,1.0,Pending,0,,A,75.9
2026-03-28,Detroit Pistons @ Minnesota Timberwolves,TOTAL,OVER 222.0,222.0,,,BetMGM,1.91,1.0,Pending,0,,A,75.9
2026-03-28,Philadelphia 76ers @ Charlotte Hornets,SPREAD,76ers +6.0,6.0,,,Fanatics,1.91,1.0,Pending,0,,A,75.9
2026-03-28,Utah Jazz @ Phoenix Suns,TOTAL,UNDER 231.5,231.5,,,Caesars,1.91,0.5,Pending,0,,B,66.8
2026-03-28,Chicago Bulls @ Memphis Grizzlies,SPREAD,Grizzlies +4.0,4.0,,,BetUS,1.91,0.5,Pending,0,,B,66.4
2026-03-28,San Antonio Spurs @ Milwaukee Bucks,SPREAD,Bucks +18.0,18.0,,,Fanatics,1.91,0.0,Pending,0,,C,59.5
2026-03-28,San Antonio Spurs @ Milwaukee Bucks,TOTAL,OVER 226.5,226.5,,,Fanatics,1.91,0.0,Pending,0,,C,59.5
