date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-09,Tobias Harris,PTS,18.5,BetRivers,22.8,0.86,0.77,94.0,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.05,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Tobias Harris OVER 18.5 PTS — BetRivers
2026-05-09,Tobias Harris,REB,6.5,BetRivers,7.7,0.71,0.552,82.3,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.18,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Tobias Harris OVER 6.5 REB — BetRivers
2026-05-09,Max Strus,REB,3.5,DraftKings,5.5,0.87,0.515,94.0,OVER,Rotation,Detroit Pistons @ Cleveland Cavaliers,1.75,1.0,Pending,0,,A,support,0.9397,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Max Strus OVER 3.5 REB — DraftKings
2026-05-09,Jaylin Williams,AST,1.5,BetOnline.ag,2.0,0.71,0.497,75.5,OVER,Rotation,Oklahoma City Thunder @ Los Angeles Lakers,2.1,1.0,Pending,0,,A,support,0.7550,A,true,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — Jaylin Williams OVER 1.5 AST — BetOnline.ag
2026-05-09,Rui Hachimura,PTS,13.5,DraftKings,16.1,0.74,0.47,74.6,OVER,Starter,Oklahoma City Thunder @ Los Angeles Lakers,1.98,0.5,Pending,0,,B,support,0.7457,B,true,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — Rui Hachimura OVER 13.5 PTS — DraftKings
2026-05-09,Cason Wallace,REB,2.5,FanDuel,3.8,0.78,0.458,75.5,OVER,Rotation,Oklahoma City Thunder @ Los Angeles Lakers,1.88,1.0,Pending,0,,A,support,0.7550,A,true,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — Cason Wallace OVER 2.5 REB — FanDuel
2026-05-09,Marcus Smart,REB,3.5,Bovada,4.1,0.63,0.449,58.3,OVER,Starter,Oklahoma City Thunder @ Los Angeles Lakers,2.3,0.0,Pending,0,,C,support,0.5830,C,false,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — Marcus Smart OVER 3.5 REB — Bovada
2026-05-09,Donovan Mitchell,AST,3.5,FanDuel,3.2,0.62,0.411,59.8,UNDER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.28,0.0,Pending,0,,C,support,0.5976,C,false,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Donovan Mitchell UNDER 3.5 AST — FanDuel
2026-05-09,Chet Holmgren,PTS,16.5,BetRivers,20.3,0.7,0.36,71.4,OVER,Starter,Oklahoma City Thunder @ Los Angeles Lakers,1.94,0.5,Pending,0,,B,support,0.7144,B,true,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — Chet Holmgren OVER 16.5 PTS — BetRivers
2026-05-09,LeBron James,PTS,22.5,BetRivers,24.4,0.62,0.356,58.3,OVER,Starter,Oklahoma City Thunder @ Los Angeles Lakers,2.18,0.0,Pending,0,,C,support,0.5830,C,false,NBA wager: Oklahoma City Thunder @ Los Angeles Lakers — LeBron James OVER 22.5 PTS — BetRivers
