date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-08,De'Aaron Fox,PTS,20.5,Bovada,16.1,0.81,0.622,74.6,UNDER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.0,0.5,Pending,0,,B,support,0.7457,B,true,NBA wager: Portland Trail Blazers @ San Antonio Spurs — De'Aaron Fox UNDER 20.5 PTS — Bovada
2026-04-08,Ayo Dosunmu,REB,4.5,Bovada,7.2,0.78,0.598,72.2,OVER,Starter,Minnesota Timberwolves @ Orlando Magic,2.05,0.5,Pending,0,,B,support,0.7218,B,true,NBA wager: Minnesota Timberwolves @ Orlando Magic — Ayo Dosunmu OVER 4.5 REB — Bovada
2026-04-08,Max Strus,REB,4.5,DraftKings,6.6,0.86,0.556,74.3,OVER,Rotation,Atlanta Hawks @ Cleveland Cavaliers,1.81,0.5,Pending,0,,B,support,0.7428,B,true,NBA wager: Atlanta Hawks @ Cleveland Cavaliers — Max Strus OVER 4.5 REB — DraftKings
2026-04-08,Sam Merrill,PTS,10.5,Bovada,13.4,0.7,0.504,61.7,OVER,Starter,Atlanta Hawks @ Cleveland Cavaliers,2.15,0.0,Pending,0,,C,support,0.6172,C,false,NBA wager: Atlanta Hawks @ Cleveland Cavaliers — Sam Merrill OVER 10.5 PTS — Bovada
2026-04-08,Dylan Harper,AST,5.5,Caesars,4.2,0.82,0.493,74.3,UNDER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.83,0.5,Pending,0,,B,support,0.7428,B,true,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Dylan Harper UNDER 5.5 AST — Caesars
2026-04-08,Tobias Harris,AST,2.5,BetOnline.ag,4.3,0.83,0.492,49.8,OVER,Rotation,Milwaukee Bucks @ Detroit Pistons,1.79,0.0,Pending,0,,C,support,0.4981,PASS,false,NBA wager: Milwaukee Bucks @ Detroit Pistons — Tobias Harris OVER 2.5 AST — BetOnline.ag
2026-04-08,Jalen Duren,PTS,18.5,BetOnline.ag,23.6,0.78,0.491,49.8,OVER,Starter,Milwaukee Bucks @ Detroit Pistons,1.9,0.0,Pending,0,,C,support,0.4981,PASS,false,NBA wager: Milwaukee Bucks @ Detroit Pistons — Jalen Duren OVER 18.5 PTS — BetOnline.ag
2026-04-08,Dillon Brooks,REB,3.5,BetOnline.ag,4.8,0.8,0.489,51.3,OVER,Starter,Dallas Mavericks @ Phoenix Suns,1.86,0.0,Pending,0,,C,support,0.5127,PASS,false,NBA wager: Dallas Mavericks @ Phoenix Suns — Dillon Brooks OVER 3.5 REB — BetOnline.ag
2026-04-08,Cameron Johnson,PTS,12.5,Bovada,15.4,0.71,0.485,74.6,OVER,Starter,Memphis Grizzlies @ Denver Nuggets,2.1,0.5,Pending,0,,B,support,0.7457,B,true,NBA wager: Memphis Grizzlies @ Denver Nuggets — Cameron Johnson OVER 12.5 PTS — Bovada
2026-04-08,Robert Williams,REB,6.5,DraftKings,8.9,0.8,0.477,75.2,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.85,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Robert Williams OVER 6.5 REB — DraftKings
