date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-09,Scottie Barnes,REB,7.5,DraftKings,5.3,0.84,0.695,94.2,UNDER,Starter,Miami Heat @ Toronto Raptors,2.01,1.0,Pending,0,,A,support,0.9422,A,true,NBA wager: Miami Heat @ Toronto Raptors — Scottie Barnes UNDER 7.5 REB — DraftKings
2026-04-09,LeBron James,PTS,24.5,Bovada,18.1,0.82,0.686,94.0,UNDER,Starter,Los Angeles Lakers @ Golden State Warriors,2.05,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Los Angeles Lakers @ Golden State Warriors — LeBron James UNDER 24.5 PTS — Bovada
2026-04-09,Carlton Carrington,REB,3.5,BetOnline.ag,2.1,0.93,0.673,94.0,UNDER,Rotation,Chicago Bulls @ Washington Wizards,1.8,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Chicago Bulls @ Washington Wizards — Carlton Carrington UNDER 3.5 REB — BetOnline.ag
2026-04-09,VJ Edgecombe,PTS,14.5,Bovada,21.3,0.76,0.672,82.3,OVER,Starter,Philadelphia 76ers @ Houston Rockets,2.2,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Philadelphia 76ers @ Houston Rockets — VJ Edgecombe OVER 14.5 PTS — Bovada
2026-04-09,Scottie Barnes,AST,6.5,BetOnline.ag,9.5,0.83,0.654,94.2,OVER,Starter,Miami Heat @ Toronto Raptors,2.0,1.0,Pending,0,,A,support,0.9422,A,true,NBA wager: Miami Heat @ Toronto Raptors — Scottie Barnes OVER 6.5 AST — BetOnline.ag
2026-04-09,Paul George,PTS,17.5,BetRivers,23.8,0.76,0.624,61.7,OVER,Starter,Philadelphia 76ers @ Houston Rockets,2.14,0.0,Pending,0,,C,support,0.6172,C,false,NBA wager: Philadelphia 76ers @ Houston Rockets — Paul George OVER 17.5 PTS — BetRivers
2026-04-09,Malachi Smith,AST,3.5,BetOnline.ag,2.2,0.77,0.621,75.2,UNDER,Rotation,Indiana Pacers @ Brooklyn Nets,2.1,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: Indiana Pacers @ Brooklyn Nets — Malachi Smith UNDER 3.5 AST — BetOnline.ag
2026-04-09,Deandre Ayton,REB,8.5,DraftKings,5.6,0.81,0.577,75.2,UNDER,Rotation,Los Angeles Lakers @ Golden State Warriors,1.94,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: Los Angeles Lakers @ Golden State Warriors — Deandre Ayton UNDER 8.5 REB — DraftKings
2026-04-09,Derrick White,PTS,14.5,BetOnline.ag,11.6,0.8,0.57,94.0,UNDER,Starter,Boston Celtics @ New York Knicks,1.96,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Boston Celtics @ New York Knicks — Derrick White UNDER 14.5 PTS — BetOnline.ag
2026-04-09,Ja'Kobe Walter,3PTM,1.5,Bovada,2.8,0.77,0.535,94.3,OVER,Starter,Miami Heat @ Toronto Raptors,2.0,1.0,Pending,0,,A,support,0.9428,A,true,NBA wager: Miami Heat @ Toronto Raptors — Ja'Kobe Walter OVER 1.5 3PTM — Bovada
