date,sport,game,market,pick,line,proj,edge,book,odds,stake,result,profit,grade,publish,reason,commence_time,model_version
2026-05-08,WNBA,Washington Mystics @ Toronto Tempo,SPREAD,Toronto Tempo 1.0,1.0,home margin 6.53,7.53,BetRivers,,0.0,Pending,0,WNBA-v0,false,opening-week expansion-team spread block,2026-05-08T23:30:00Z,wnba-v0-opening-week
2026-05-08,WNBA,Golden State Valkyries @ Seattle Storm,TOTAL,Over 156.5,156.5,total 163.4,6.9,DraftKings,,0.25,Pending,0,WNBA-v0,true,accepted WNBA v0 test pick,2026-05-09T02:00:00Z,wnba-v0-opening-week
2026-05-08,WNBA,Golden State Valkyries @ Seattle Storm,SPREAD,Seattle Storm 5.0,5.0,home margin 1.61,6.61,BetOnline.ag,,0.0,Pending,0,WNBA-v0,false,opening-week expansion-team spread block,2026-05-09T02:00:00Z,wnba-v0-opening-week
2026-05-08,WNBA,Connecticut Sun @ New York Liberty,TOTAL,Over 159.5,159.5,total 163.48,3.98,Fanatics,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-08T23:30:00Z,wnba-v0-opening-week
2026-05-08,WNBA,Connecticut Sun @ New York Liberty,SPREAD,Connecticut Sun 9.5,9.5,home margin 6.04,3.46,BetMGM,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-08T23:30:00Z,wnba-v0-opening-week
2026-05-08,WNBA,Washington Mystics @ Toronto Tempo,TOTAL,Over 160.5,160.5,total 163.64,3.14,DraftKings,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-08T23:30:00Z,wnba-v0-opening-week
