date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-20,Ayo Dosunmu,PTS,13.5,Bovada,17.4,0.86,0.882,63.0,OVER,Starter,Minnesota Timberwolves @ Denver Nuggets,2.2,0.0,Pending,0,,C,support,0.6304,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Ayo Dosunmu OVER 13.5 PTS — Bovada
2026-04-20,Jakob Poeltl,REB,6.5,BetRivers,4.4,0.87,0.685,57.7,UNDER,Rotation,Toronto Raptors @ Cleveland Cavaliers,1.93,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Jakob Poeltl UNDER 6.5 REB — BetRivers
2026-04-20,Bruce Brown,PTS,5.5,Bovada,10.0,0.89,0.571,56.1,OVER,Rotation,Minnesota Timberwolves @ Denver Nuggets,1.77,0.0,Pending,0,,C,support,0.5612,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Bruce Brown OVER 5.5 PTS — Bovada
2026-04-20,Cameron Johnson,PTS,11.5,BetRivers,15.2,0.81,0.549,76.0,OVER,Starter,Minnesota Timberwolves @ Denver Nuggets,1.92,1.0,Pending,0,,A,support,0.7602,A,true,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Cameron Johnson OVER 11.5 PTS — BetRivers
2026-04-20,Sandro Mamukelashvili,PTS,8.5,Bovada,11.7,0.72,0.522,57.7,OVER,Rotation,Toronto Raptors @ Cleveland Cavaliers,2.1,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Sandro Mamukelashvili OVER 8.5 PTS — Bovada
2026-04-20,Sandro Mamukelashvili,REB,4.5,BetRivers,5.4,0.7,0.502,43.2,OVER,Rotation,Toronto Raptors @ Cleveland Cavaliers,2.14,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Sandro Mamukelashvili OVER 4.5 REB — BetRivers
2026-04-20,Rudy Gobert,REB,11.5,FanDuel,12.9,0.69,0.455,57.7,OVER,Starter,Minnesota Timberwolves @ Denver Nuggets,2.1,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Rudy Gobert OVER 11.5 REB — FanDuel
2026-04-20,Max Strus,REB,3.5,BetRivers,4.7,0.71,0.451,57.7,OVER,Rotation,Toronto Raptors @ Cleveland Cavaliers,2.04,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Max Strus OVER 3.5 REB — BetRivers
2026-04-20,Naz Reid,AST,1.5,BetMGM,1.1,0.69,0.448,58.1,UNDER,Rotation,Minnesota Timberwolves @ Denver Nuggets,2.1,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Naz Reid UNDER 1.5 AST — BetMGM
2026-04-20,Scottie Barnes,AST,5.5,BetRivers,9.0,0.8,0.422,75.1,OVER,Starter,Toronto Raptors @ Cleveland Cavaliers,1.77,1.0,Pending,0,,A,support,0.7513,A,true,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Scottie Barnes OVER 5.5 AST — BetRivers
