date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-01,Jaylen Brown,AST,5.5,FanDuel,7.0,0.78,0.679,23.4,OVER,Starter,Boston Celtics @ Miami Heat,2.14,0.0,Pending,0,,C,support,0.2339,PASS,false,NBA wager: Boston Celtics @ Miami Heat — Jaylen Brown OVER 5.5 AST — FanDuel
2026-04-01,Josh Hart,AST,4.5,BetMGM,3.5,0.8,0.593,12.7,UNDER,Starter,New York Knicks @ Memphis Grizzlies,2.0,0.0,Pending,0,,C,abstain,0.1266,PASS,false,NBA wager: New York Knicks @ Memphis Grizzlies — Josh Hart UNDER 4.5 AST — BetMGM
2026-04-01,Gary Payton II,PTS,11.5,BetOnline.ag,14.5,0.87,0.582,37.1,OVER,Rotation,San Antonio Spurs @ Golden State Warriors,1.81,0.0,Pending,0,,C,support,0.3710,PASS,false,NBA wager: San Antonio Spurs @ Golden State Warriors — Gary Payton II OVER 11.5 PTS — BetOnline.ag
2026-04-01,Will Richard,PTS,8.5,Bovada,6.0,0.73,0.579,42.1,UNDER,Rotation,San Antonio Spurs @ Golden State Warriors,2.15,0.0,Pending,0,,C,support,0.4206,PASS,false,NBA wager: San Antonio Spurs @ Golden State Warriors — Will Richard UNDER 8.5 PTS — Bovada
2026-04-01,Tyler Herro,REB,4.5,BetRivers,5.8,0.72,0.518,76.7,OVER,Starter,Boston Celtics @ Miami Heat,2.1,1.0,Pending,0,,A,support,0.7675,A,true,NBA wager: Boston Celtics @ Miami Heat — Tyler Herro OVER 4.5 REB — BetRivers
2026-04-01,Mikal Bridges,PTS,13.5,BetMGM,10.8,0.78,0.482,10.1,UNDER,Starter,New York Knicks @ Memphis Grizzlies,1.91,0.0,Pending,0,,C,abstain,0.1011,PASS,false,NBA wager: New York Knicks @ Memphis Grizzlies — Mikal Bridges UNDER 13.5 PTS — BetMGM
2026-04-01,Jamal Shead,PTS,7.5,BetRivers,4.7,0.77,0.462,54.0,UNDER,Rotation,Sacramento Kings @ Toronto Raptors,1.89,0.0,Pending,0,,C,support,0.5403,PASS,false,NBA wager: Sacramento Kings @ Toronto Raptors — Jamal Shead UNDER 7.5 PTS — BetRivers
2026-04-01,Devin Carter,REB,3.5,DraftKings,5.3,0.8,0.425,9.0,OVER,Rotation,Sacramento Kings @ Toronto Raptors,1.78,0.0,Pending,0,,C,abstain,0.0900,PASS,false,NBA wager: Sacramento Kings @ Toronto Raptors — Devin Carter OVER 3.5 REB — DraftKings
2026-04-01,Tre Jones,AST,6.5,DraftKings,5.0,0.76,0.417,76.7,UNDER,Rotation,Indiana Pacers @ Chicago Bulls,1.87,1.0,Pending,0,,A,support,0.7675,A,true,NBA wager: Indiana Pacers @ Chicago Bulls — Tre Jones UNDER 6.5 AST — DraftKings
2026-04-01,Brice Sensabaugh,REB,3.5,FanDuel,4.0,0.65,0.411,60.7,OVER,Starter,Denver Nuggets @ Utah Jazz,2.16,0.0,Pending,0,,C,support,0.6067,C,false,NBA wager: Denver Nuggets @ Utah Jazz — Brice Sensabaugh OVER 3.5 REB — FanDuel
