date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-06,Ayo Dosunmu,PTS,12.5,BetRivers,20.4,0.79,0.638,56.6,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.08,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Ayo Dosunmu OVER 12.5 PTS — BetRivers
2026-05-06,Mikal Bridges,REB,2.5,BetMGM,1.6,0.75,0.583,76.3,UNDER,Rotation,Philadelphia 76ers @ New York Knicks,2.1,1.0,Pending,0,,A,support,0.7627,A,true,NBA wager: Philadelphia 76ers @ New York Knicks — Mikal Bridges UNDER 2.5 REB — BetMGM
2026-05-06,Quentin Grimes,REB,2.5,BetMGM,3.4,0.74,0.522,58.1,OVER,Rotation,Philadelphia 76ers @ New York Knicks,2.05,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Quentin Grimes OVER 2.5 REB — BetMGM
2026-05-06,Josh Hart,REB,8.5,Bovada,6.5,0.69,0.518,63.0,UNDER,Starter,Philadelphia 76ers @ New York Knicks,2.2,0.0,Pending,0,,C,support,0.6304,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Josh Hart UNDER 8.5 REB — Bovada
2026-05-06,Jaden McDaniels,PTS,15.5,Bovada,19.4,0.74,0.51,56.6,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.05,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Jaden McDaniels OVER 15.5 PTS — Bovada
2026-05-06,Paul George,PTS,14.5,BetMGM,17.4,0.81,0.463,62.1,OVER,Starter,Philadelphia 76ers @ New York Knicks,1.8,0.0,Pending,0,,C,support,0.6206,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Paul George OVER 14.5 PTS — BetMGM
2026-05-06,Julius Randle,PTS,18.5,BetRivers,21.2,0.73,0.462,56.6,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.0,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Julius Randle OVER 18.5 PTS — BetRivers
2026-05-06,Keldon Johnson,REB,3.5,FanDuel,5.1,0.74,0.451,57.7,OVER,Rotation,Minnesota Timberwolves @ San Antonio Spurs,1.96,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Keldon Johnson OVER 3.5 REB — FanDuel
2026-05-06,De'Aaron Fox,3PTM,1.5,FanDuel,2.1,0.67,0.401,55.1,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.08,0.0,Pending,0,,C,support,0.5514,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — De'Aaron Fox OVER 1.5 3PTM — FanDuel
2026-05-06,Miles McBride,AST,1.5,BetMGM,1.1,0.72,0.399,58.1,UNDER,Rotation,Philadelphia 76ers @ New York Knicks,1.95,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Miles McBride UNDER 1.5 AST — BetMGM
