date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,line_movement_flag,sharp_flag,divergence_flag,conflict_flag
2026-03-15,Giannis Antetokounmpo,PTS,30.5,Bovada,23.1,0.97,0.99,48.3,UNDER,Starter,Indiana Pacers @ Milwaukee Bucks,2.05,0.5,Pending,0,,B,,,,
2026-03-15,Gui Santos,PTS,15.5,BetRivers,8.0,0.88,0.875,40.9,UNDER,Rotation,Golden State Warriors @ New York Knicks,2.14,0.5,Pending,0,,B,,,,
2026-03-15,Ryan Rollins,PTS,17.5,BetRivers,11.3,0.9,0.863,41.5,UNDER,Starter,Indiana Pacers @ Milwaukee Bucks,2.08,0.5,Pending,0,,B,,,,
2026-03-15,Kobe Brown,PTS,10.5,BetMGM,8.3,0.91,0.71,38.0,UNDER,Rotation,Indiana Pacers @ Milwaukee Bucks,1.87,0.5,Pending,0,,B,,,,
2026-03-15,Isaiah Collier,AST,9.5,BetMGM,7.1,0.85,0.622,32.6,UNDER,Rotation,Utah Jazz @ Sacramento Kings,1.91,0.5,Pending,0,,B,,,,
2026-03-15,Cooper Flagg,AST,4.5,FanDuel,5.9,0.8,0.592,29.6,OVER,Starter,Dallas Mavericks @ Cleveland Cavaliers,2.0,0.5,Pending,0,,B,,,,
2026-03-15,James Harden,3PTM,2.5,DraftKings,3.4,0.87,0.544,30.6,OVER,Starter,Dallas Mavericks @ Cleveland Cavaliers,1.78,0.5,Pending,0,,B,,,,
2026-03-15,Luguentz Dort,REB,3.5,DraftKings,4.4,0.83,0.531,28.7,OVER,Rotation,Minnesota Timberwolves @ Oklahoma City Thunder,1.85,0.5,Pending,0,,B,,,,
2026-03-15,Brandon Ingram,AST,3.5,BetMGM,4.7,0.78,0.525,26.9,OVER,Starter,Detroit Pistons @ Toronto Raptors,1.95,0.5,Pending,0,,B,,,,
2026-03-15,Quentin Grimes,AST,4.5,BetMGM,3.2,0.77,0.503,25.8,UNDER,Starter,Portland Trail Blazers @ Philadelphia 76ers,1.95,0.5,Pending,0,,B,,,,
