date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-24,Derrick White,PTS,13.5,FanDuel,9.6,0.9,0.79,94.0,UNDER,Starter,Boston Celtics @ Philadelphia 76ers,1.98,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Boston Celtics @ Philadelphia 76ers — Derrick White UNDER 13.5 PTS — FanDuel
2026-04-24,Stephon Castle,AST,6.5,FanDuel,9.4,0.87,0.643,75.2,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,1.89,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: San Antonio Spurs @ Portland Trail Blazers — Stephon Castle OVER 6.5 AST — FanDuel
2026-04-24,Luke Kornet,REB,7.5,DraftKings,5.6,0.79,0.584,75.2,UNDER,Rotation,San Antonio Spurs @ Portland Trail Blazers,2.0,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: San Antonio Spurs @ Portland Trail Blazers — Luke Kornet UNDER 7.5 REB — DraftKings
2026-04-24,Jabari Smith Jr,PTS,15.5,FanDuel,18.2,0.81,0.556,74.6,OVER,Starter,Los Angeles Lakers @ Houston Rockets,1.93,0.5,Pending,0,,B,support,0.7457,B,true,NBA wager: Los Angeles Lakers @ Houston Rockets — Jabari Smith Jr OVER 15.5 PTS — FanDuel
2026-04-24,Toumani Camara,PTS,10.5,DraftKings,16.7,0.78,0.522,75.2,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,1.95,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: San Antonio Spurs @ Portland Trail Blazers — Toumani Camara OVER 10.5 PTS — DraftKings
2026-04-24,Kevin Durant,AST,4.5,BetMGM,6.8,0.85,0.485,75.1,OVER,Starter,Los Angeles Lakers @ Houston Rockets,1.74,1.0,Pending,0,,A,support,0.7513,A,true,NBA wager: Los Angeles Lakers @ Houston Rockets — Kevin Durant OVER 4.5 AST — BetMGM
2026-04-24,Jayson Tatum,AST,6.5,Fanatics,7.5,0.69,0.483,82.3,OVER,Starter,Boston Celtics @ Philadelphia 76ers,2.15,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Boston Celtics @ Philadelphia 76ers — Jayson Tatum OVER 6.5 AST — Fanatics
2026-04-24,Jaxson Hayes,PTS,5.5,BetOnline.ag,10.9,0.79,0.441,74.3,OVER,Rotation,Los Angeles Lakers @ Houston Rockets,1.83,0.5,Pending,0,,B,support,0.7428,B,true,NBA wager: Los Angeles Lakers @ Houston Rockets — Jaxson Hayes OVER 5.5 PTS — BetOnline.ag
2026-04-24,Robert Williams,REB,6.5,BetRivers,7.8,0.78,0.418,74.3,OVER,Rotation,San Antonio Spurs @ Portland Trail Blazers,1.83,0.5,Pending,0,,B,support,0.7428,B,true,NBA wager: San Antonio Spurs @ Portland Trail Blazers — Robert Williams OVER 6.5 REB — BetRivers
2026-04-24,Scoot Henderson,3PTM,1.5,BetRivers,2.2,0.71,0.415,75.5,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,2.0,1.0,Pending,0,,A,support,0.7550,A,true,NBA wager: San Antonio Spurs @ Portland Trail Blazers — Scoot Henderson OVER 1.5 3PTM — BetRivers
