date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-20,Isaiah Hartenstein,REB,4.5,FanDuel,7.9,0.86,0.783,76.0,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.08,1.0,Pending,0,,A,support,0.7602,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Isaiah Hartenstein OVER 4.5 REB — FanDuel
2026-05-20,Chet Holmgren,PTS,13.5,BetOnline.ag,20.8,0.86,0.687,75.4,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.97,1.0,Pending,0,,A,support,0.7540,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Chet Holmgren OVER 13.5 PTS — BetOnline.ag
2026-05-20,De'Aaron Fox,PTS,14.5,FanDuel,18.6,0.8,0.557,75.4,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.94,1.0,Pending,0,,A,support,0.7540,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — De'Aaron Fox OVER 14.5 PTS — FanDuel
2026-05-20,Stephon Castle,PTS,16.5,BetMGM,22.2,0.79,0.538,75.4,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.95,1.0,Pending,0,,A,support,0.7540,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Stephon Castle OVER 16.5 PTS — BetMGM
2026-05-20,Ajay Mitchell,PTS,10.5,Bovada,16.3,0.77,0.532,76.0,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,2.0,1.0,Pending,0,,A,support,0.7602,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Ajay Mitchell OVER 10.5 PTS — Bovada
2026-05-20,Alex Caruso,REB,3.5,DraftKings,4.4,0.74,0.522,57.7,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.05,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Alex Caruso OVER 3.5 REB — DraftKings
2026-05-20,Chet Holmgren,REB,8.5,BetOnline.ag,10.3,0.77,0.435,76.0,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.86,1.0,Pending,0,,A,support,0.7602,A,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Chet Holmgren OVER 8.5 REB — BetOnline.ag
2026-05-20,Jalen Williams,AST,4.5,FanDuel,6.0,0.75,0.423,57.7,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.91,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Jalen Williams OVER 4.5 AST — FanDuel
2026-05-20,Stephon Castle,3PTM,1.5,FanDuel,2.2,0.68,0.359,73.4,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,2.0,0.5,Pending,0,,B,support,0.7337,B,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Stephon Castle OVER 1.5 3PTM — FanDuel
2026-05-20,Luguentz Dort,3PTM,1.5,FanDuel,1.9,0.67,0.35,73.4,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.0,0.5,Pending,0,,B,support,0.7337,B,true,NBA wager: San Antonio Spurs @ Oklahoma City Thunder — Luguentz Dort OVER 1.5 3PTM — FanDuel
