date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-28,Quentin Grimes,REB,2.5,FanDuel,3.2,0.81,0.598,58.1,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,1.98,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Quentin Grimes OVER 2.5 REB — FanDuel
2026-04-28,Stephon Castle,REB,5.5,FanDuel,7.8,0.78,0.575,57.7,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.02,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Stephon Castle OVER 5.5 REB — FanDuel
2026-04-28,Neemias Queta,PTS,7.5,FanDuel,11.5,0.81,0.528,57.7,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,1.88,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Neemias Queta OVER 7.5 PTS — FanDuel
2026-04-28,Stephon Castle,3PTM,1.5,BetMGM,2.0,0.69,0.524,43.2,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.2,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Stephon Castle OVER 1.5 3PTM — BetMGM
2026-04-28,Kelly Oubre Jr,PTS,9.5,DraftKings,13.5,0.75,0.517,57.7,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.03,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Kelly Oubre Jr OVER 9.5 PTS — DraftKings
2026-04-28,Keldon Johnson,REB,3.5,DraftKings,4.9,0.76,0.503,57.7,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.99,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Keldon Johnson OVER 3.5 REB — DraftKings
2026-04-28,Robert Williams,REB,7.5,BetRivers,8.6,0.75,0.492,57.7,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,2.0,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Robert Williams OVER 7.5 REB — BetRivers
2026-04-28,Stephon Castle,AST,7.5,Caesars,9.0,0.7,0.477,57.7,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.1,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Stephon Castle OVER 7.5 AST — Caesars
2026-04-28,Scoot Henderson,PTS,14.5,BetRivers,17.8,0.69,0.477,43.2,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.14,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Scoot Henderson OVER 14.5 PTS — BetRivers
2026-04-28,Joel Embiid,PTS,26.5,BetMGM,30.4,0.76,0.46,56.6,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.91,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Joel Embiid OVER 26.5 PTS — BetMGM
