date,sport,game,market,pick,line,proj,edge,book,odds,stake,result,profit,grade,publish,reason,commence_time,model_version
2026-05-20,WNBA,Portland Fire @ Indiana Fever,TOTAL,Under 179.5,179.5,total 163.11,16.39,FanDuel,,0.25,Pending,0,WNBA-v0,true,accepted WNBA v0 test pick,2026-05-20T23:00:00Z,wnba-v0-opening-week
2026-05-20,WNBA,Portland Fire @ Indiana Fever,SPREAD,Portland Fire 12.5,12.5,home margin 5.87,6.63,BetMGM,,0.0,Pending,0,WNBA-v0,false,opening-week expansion-team spread block,2026-05-20T23:00:00Z,wnba-v0-opening-week
2026-05-20,WNBA,Dallas Wings @ Chicago Sky,TOTAL,Under 169.5,169.5,total 164.18,5.32,DraftKings,,0.25,Pending,0,WNBA-v0,true,accepted WNBA v0 test pick,2026-05-21T01:00:00Z,wnba-v0-opening-week
2026-05-20,WNBA,Connecticut Sun @ Seattle Storm,TOTAL,Under 168.0,168.0,total 163.55,4.45,Bovada,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-21T02:00:00Z,wnba-v0-opening-week
2026-05-20,WNBA,Connecticut Sun @ Seattle Storm,SPREAD,Seattle Storm -1.0,-1.0,home margin 5.0,4.0,BetRivers,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-21T02:00:00Z,wnba-v0-opening-week
2026-05-20,WNBA,Dallas Wings @ Chicago Sky,SPREAD,Chicago Sky 2.5,2.5,home margin 1.38,3.88,BetMGM,,0.0,Pending,0,WNBA-v0,false,edge<5.0,2026-05-21T01:00:00Z,wnba-v0-opening-week
