date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-03-28,Naz Reid,PTS,15.5,Bovada,11.3,0.84,0.809,76.4,UNDER,Rotation,Detroit Pistons @ Minnesota Timberwolves,2.15,1.0,Pending,0,,A,support,0.7645,A,true,NBA wager: Detroit Pistons @ Minnesota Timberwolves — Naz Reid UNDER 15.5 PTS — Bovada
2026-03-28,Jock Landale,PTS,13.5,Caesars,7.3,0.97,0.794,67.2,UNDER,Rotation,Sacramento Kings @ Atlanta Hawks,1.85,0.5,Pending,0,,B,support,0.6719,B,true,NBA wager: Sacramento Kings @ Atlanta Hawks — Jock Landale UNDER 13.5 PTS — Caesars
2026-03-28,Jalen Duren,PTS,22.5,Bovada,29.4,0.85,0.709,43.1,OVER,Starter,Detroit Pistons @ Minnesota Timberwolves,2.0,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: Detroit Pistons @ Minnesota Timberwolves — Jalen Duren OVER 22.5 PTS — Bovada
2026-03-28,Tyrese Maxey,PTS,23.5,BetMGM,29.2,0.88,0.682,43.1,OVER,Starter,Philadelphia 76ers @ Charlotte Hornets,1.91,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: Philadelphia 76ers @ Charlotte Hornets — Tyrese Maxey OVER 23.5 PTS — BetMGM
2026-03-28,Devin Vassell,AST,2.5,DraftKings,2.9,0.73,0.506,59.5,OVER,Starter,San Antonio Spurs @ Milwaukee Bucks,2.06,0.0,Pending,0,,C,support,0.5952,C,false,NBA wager: San Antonio Spurs @ Milwaukee Bucks — Devin Vassell OVER 2.5 AST — DraftKings
2026-03-28,Precious Achiuwa,REB,8.5,FanDuel,9.8,0.68,0.485,49.1,OVER,Starter,Sacramento Kings @ Atlanta Hawks,2.18,0.0,Pending,0,,C,support,0.4907,PASS,false,NBA wager: Sacramento Kings @ Atlanta Hawks — Precious Achiuwa OVER 8.5 REB — FanDuel
2026-03-28,Kelly Oubre Jr,AST,1.5,DraftKings,2.4,0.81,0.469,43.1,OVER,Starter,Philadelphia 76ers @ Charlotte Hornets,1.82,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: Philadelphia 76ers @ Charlotte Hornets — Kelly Oubre Jr OVER 1.5 AST — DraftKings
2026-03-28,Devin Carter,REB,4.5,FanDuel,5.5,0.69,0.458,49.1,OVER,Rotation,Sacramento Kings @ Atlanta Hawks,2.1,0.0,Pending,0,,C,support,0.4907,PASS,false,NBA wager: Sacramento Kings @ Atlanta Hawks — Devin Carter OVER 4.5 REB — FanDuel
2026-03-28,Jalen Johnson,REB,10.5,BetMGM,8.2,0.78,0.426,67.2,UNDER,Starter,Sacramento Kings @ Atlanta Hawks,1.83,0.5,Pending,0,,B,support,0.6719,B,true,NBA wager: Sacramento Kings @ Atlanta Hawks — Jalen Johnson UNDER 10.5 REB — BetMGM
2026-03-28,Myles Turner,REB,4.5,BetMGM,3.1,0.7,0.41,76.4,UNDER,Rotation,San Antonio Spurs @ Milwaukee Bucks,2.0,1.0,Pending,0,,A,support,0.7645,A,true,NBA wager: San Antonio Spurs @ Milwaukee Bucks — Myles Turner UNDER 4.5 REB — BetMGM
