date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-02,Quentin Grimes,REB,2.5,BetOnline.ag,3.3,0.82,0.76,43.2,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.15,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Quentin Grimes OVER 2.5 REB — BetOnline.ag
2026-05-02,Neemias Queta,PTS,7.5,Bovada,10.1,0.74,0.589,43.2,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.15,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Neemias Queta OVER 7.5 PTS — Bovada
2026-05-02,Nikola Vucevic,AST,1.5,BetMGM,2.2,0.7,0.569,43.2,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.25,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Nikola Vucevic OVER 1.5 AST — BetMGM
2026-05-02,Kelly Oubre Jr,PTS,9.5,BetRivers,12.9,0.73,0.498,57.7,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.05,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Kelly Oubre Jr OVER 9.5 PTS — BetRivers
2026-05-02,Derrick White,PTS,11.5,BetMGM,9.8,0.79,0.445,75.1,UNDER,Starter,Philadelphia 76ers @ Boston Celtics,1.83,1.0,Pending,0,,A,support,0.7513,A,true,NBA wager: Philadelphia 76ers @ Boston Celtics — Derrick White UNDER 11.5 PTS — BetMGM
2026-05-02,Joel Embiid,PTS,26.5,FanDuel,29.3,0.69,0.383,53.5,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.0,0.0,Pending,0,,C,support,0.5345,PASS,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Joel Embiid OVER 26.5 PTS — FanDuel
2026-05-02,Tyrese Maxey,AST,6.5,DraftKings,5.0,0.77,0.371,75.1,UNDER,Starter,Philadelphia 76ers @ Boston Celtics,1.78,1.0,Pending,0,,A,support,0.7513,A,true,NBA wager: Philadelphia 76ers @ Boston Celtics — Tyrese Maxey UNDER 6.5 AST — DraftKings
2026-05-02,VJ Edgecombe,REB,5.5,BetRivers,6.9,0.71,0.322,73.1,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.85,0.5,Pending,0,,B,support,0.7309,B,true,NBA wager: Philadelphia 76ers @ Boston Celtics — VJ Edgecombe OVER 5.5 REB — BetRivers
2026-05-02,Joel Embiid,3PTM,1.5,FanDuel,1.8,0.62,0.275,55.1,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.06,0.0,Pending,0,,C,support,0.5514,C,false,NBA wager: Philadelphia 76ers @ Boston Celtics — Joel Embiid OVER 1.5 3PTM — FanDuel
2026-05-02,Jayson Tatum,AST,5.5,Caesars,6.9,0.71,0.272,72.1,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.79,0.5,Pending,0,,B,support,0.7207,B,true,NBA wager: Philadelphia 76ers @ Boston Celtics — Jayson Tatum OVER 5.5 AST — Caesars
