date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-03-29,Deni Avdija,PTS,25.5,BetRivers,20.5,0.86,0.833,76.4,UNDER,Starter,Washington Wizards @ Portland Trail Blazers,2.12,1.0,Pending,0,,A,support,0.7645,A,true,NBA wager: Washington Wizards @ Portland Trail Blazers — Deni Avdija UNDER 25.5 PTS — BetRivers
2026-03-29,Kyle Kuzma,REB,3.5,FanDuel,2.5,0.79,0.73,47.9,UNDER,Rotation,Los Angeles Clippers @ Milwaukee Bucks,2.2,0.0,Pending,0,,C,support,0.4789,PASS,false,NBA wager: Los Angeles Clippers @ Milwaukee Bucks — Kyle Kuzma UNDER 3.5 REB — FanDuel
2026-03-29,Gary Payton II,PTS,11.5,Bovada,14.1,0.84,0.721,43.1,OVER,Rotation,Golden State Warriors @ Denver Nuggets,2.05,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: Golden State Warriors @ Denver Nuggets — Gary Payton II OVER 11.5 PTS — Bovada
2026-03-29,Jaylen Brown,AST,5.5,BetRivers,7.0,0.81,0.702,31.7,OVER,Starter,Boston Celtics @ Charlotte Hornets,2.1,0.0,Pending,0,,C,support,0.3171,PASS,false,NBA wager: Boston Celtics @ Charlotte Hornets — Jaylen Brown OVER 5.5 AST — BetRivers
2026-03-29,Cameron Johnson,PTS,11.5,FanDuel,15.6,0.84,0.69,76.4,OVER,Starter,Golden State Warriors @ Denver Nuggets,2.02,1.0,Pending,0,,A,support,0.7645,A,true,NBA wager: Golden State Warriors @ Denver Nuggets — Cameron Johnson OVER 11.5 PTS — FanDuel
2026-03-29,Mitchell Robinson,PTS,4.5,FanDuel,8.4,0.85,0.619,43.1,OVER,Rotation,New York Knicks @ Oklahoma City Thunder,1.91,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: New York Knicks @ Oklahoma City Thunder — Mitchell Robinson OVER 4.5 PTS — FanDuel
2026-03-29,Josh Hart,REB,7.5,FanDuel,9.3,0.72,0.555,43.1,OVER,Starter,New York Knicks @ Oklahoma City Thunder,2.16,0.0,Pending,0,,C,support,0.4311,PASS,false,NBA wager: New York Knicks @ Oklahoma City Thunder — Josh Hart OVER 7.5 REB — FanDuel
2026-03-29,LaMelo Ball,REB,4.5,BetOnline.ag,5.7,0.79,0.503,67.2,OVER,Starter,Boston Celtics @ Charlotte Hornets,1.91,0.5,Pending,0,,B,support,0.6719,B,true,NBA wager: Boston Celtics @ Charlotte Hornets — LaMelo Ball OVER 4.5 REB — BetOnline.ag
2026-03-29,Darius Garland,3PTM,2.5,BetRivers,4.3,0.84,0.491,47.9,OVER,Starter,Los Angeles Clippers @ Milwaukee Bucks,1.78,0.0,Pending,0,,C,support,0.4789,PASS,false,NBA wager: Los Angeles Clippers @ Milwaukee Bucks — Darius Garland OVER 2.5 3PTM — BetRivers
2026-03-29,Baylor Scheierman,REB,4.5,Caesars,6.5,0.83,0.484,31.7,OVER,Rotation,Boston Celtics @ Charlotte Hornets,1.78,0.0,Pending,0,,C,support,0.3171,PASS,false,NBA wager: Boston Celtics @ Charlotte Hornets — Baylor Scheierman OVER 4.5 REB — Caesars
