date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-17,Brandin Podziemski,PTS,14.5,DraftKings,20.5,0.85,0.661,94.0,OVER,Starter,Golden State Warriors @ Phoenix Suns,1.95,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Brandin Podziemski OVER 14.5 PTS — DraftKings
2026-04-17,Stephen Curry,AST,4.5,DraftKings,3.5,0.72,0.56,82.3,UNDER,Starter,Golden State Warriors @ Phoenix Suns,2.18,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Stephen Curry UNDER 4.5 AST — DraftKings
2026-04-17,Kon Knueppel,PTS,16.5,BetOnline.ag,12.7,0.8,0.553,94.1,UNDER,Starter,Charlotte Hornets @ Orlando Magic,1.95,1.0,Pending,0,,A,support,0.9409,A,true,NBA wager: Charlotte Hornets @ Orlando Magic — Kon Knueppel UNDER 16.5 PTS — BetOnline.ag
2026-04-17,Paolo Banchero,PTS,22.5,FanDuel,17.2,0.78,0.535,94.1,UNDER,Starter,Charlotte Hornets @ Orlando Magic,1.98,1.0,Pending,0,,A,support,0.9409,A,true,NBA wager: Charlotte Hornets @ Orlando Magic — Paolo Banchero UNDER 22.5 PTS — FanDuel
2026-04-17,Al Horford,3PTM,1.5,FanDuel,2.8,0.77,0.525,94.2,OVER,Rotation,Golden State Warriors @ Phoenix Suns,1.98,1.0,Pending,0,,A,support,0.9422,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Al Horford OVER 1.5 3PTM — FanDuel
2026-04-17,Al Horford,PTS,8.5,BetRivers,11.6,0.69,0.492,82.3,OVER,Rotation,Golden State Warriors @ Phoenix Suns,2.16,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Al Horford OVER 8.5 PTS — BetRivers
2026-04-17,Kon Knueppel,3PTM,2.5,BetOnline.ag,2.0,0.65,0.482,82.5,UNDER,Starter,Charlotte Hornets @ Orlando Magic,2.28,1.0,Pending,0,,A,support,0.8247,A,true,NBA wager: Charlotte Hornets @ Orlando Magic — Kon Knueppel UNDER 2.5 3PTM — BetOnline.ag
2026-04-17,Draymond Green,REB,5.5,FanDuel,4.7,0.67,0.458,82.3,UNDER,Starter,Golden State Warriors @ Phoenix Suns,2.16,1.0,Pending,0,,A,support,0.8227,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Draymond Green UNDER 5.5 REB — FanDuel
2026-04-17,Anthony Black,AST,2.5,BetOnline.ag,1.7,0.8,0.443,94.1,UNDER,Rotation,Charlotte Hornets @ Orlando Magic,1.81,1.0,Pending,0,,A,support,0.9409,A,true,NBA wager: Charlotte Hornets @ Orlando Magic — Anthony Black UNDER 2.5 AST — BetOnline.ag
2026-04-17,Stephen Curry,REB,3.5,DraftKings,2.9,0.63,0.388,79.0,UNDER,Starter,Golden State Warriors @ Phoenix Suns,2.22,1.0,Pending,0,,A,support,0.7901,A,true,NBA wager: Golden State Warriors @ Phoenix Suns — Stephen Curry UNDER 3.5 REB — DraftKings
