date,game,market,pick,line,proj,edge,book,odds,stake,result,profit,injury_notes,grade,edge_pct
2026-03-13,Cleveland Cavaliers @ Dallas Mavericks,SPREAD,Mavericks +13.5,13.5,Dallas Mavericks -5.7,7.8,Caesars,1.91,0.5,Pending,0,,B,7.8
2026-03-13,Cleveland Cavaliers @ Dallas Mavericks,TOTAL,UNDER 236.5,236.5,222.5,14.0,Caesars,1.91,1.0,Pending,0,,A,14.0
2026-03-13,Memphis Grizzlies @ Detroit Pistons,TOTAL,UNDER 232.5,232.5,225.1,7.4,Bovada,1.91,0.5,Pending,0,,B,7.4
2026-03-13,New York Knicks @ Indiana Pacers,TOTAL,UNDER 227.5,227.5,220.6,6.9,Caesars,1.91,0.5,Pending,0,,B,6.9
2026-03-13,New Orleans Pelicans @ Houston Rockets,TOTAL,UNDER 230.5,230.5,226.5,4.0,FanDuel,1.91,0.0,Pending,0,,C,4.0
2026-03-13,Minnesota Timberwolves @ Golden State Warriors,TOTAL,OVER 224.0,224.0,228.0,4.0,Bovada,1.91,0.0,Pending,0,,C,4.0
2026-03-13,Utah Jazz @ Portland Trail Blazers,TOTAL,UNDER 236.5,236.5,208.6,27.9,LowVig.ag,1.91,1.0,Pending,0,,A,27.9
2026-03-13,Chicago Bulls @ Los Angeles Clippers,TOTAL,UNDER 234.5,234.5,226.4,8.1,DraftKings,1.91,0.5,Pending,0,,B,8.1
