date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-19,Jordan Clarkson,PTS,4.5,FanDuel,6.2,0.8,0.625,57.7,OVER,Rotation,Cleveland Cavaliers @ New York Knicks,2.02,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Jordan Clarkson OVER 4.5 PTS — FanDuel
2026-05-19,Mitchell Robinson,REB,7.5,DraftKings,5.6,0.87,0.557,56.1,UNDER,Rotation,Cleveland Cavaliers @ New York Knicks,1.79,0.0,Pending,0,,C,support,0.5612,C,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Mitchell Robinson UNDER 7.5 REB — DraftKings
2026-05-19,Sam Merrill,REB,1.5,DraftKings,0.8,0.77,0.521,58.1,UNDER,Rotation,Cleveland Cavaliers @ New York Knicks,1.97,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Sam Merrill UNDER 1.5 REB — DraftKings
2026-05-19,OG Anunoby,REB,5.5,BetMGM,7.0,0.72,0.45,57.7,OVER,Starter,Cleveland Cavaliers @ New York Knicks,2.0,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Cleveland Cavaliers @ New York Knicks — OG Anunoby OVER 5.5 REB — BetMGM
2026-05-19,Josh Hart,REB,8.5,FanDuel,9.5,0.63,0.372,59.8,OVER,Starter,Cleveland Cavaliers @ New York Knicks,2.18,0.0,Pending,0,,C,support,0.5976,C,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Josh Hart OVER 8.5 REB — FanDuel
2026-05-19,Karl-Anthony Towns,AST,4.5,FanDuel,6.2,0.74,0.33,72.1,OVER,Rotation,Cleveland Cavaliers @ New York Knicks,1.8,0.5,Pending,0,,B,support,0.7207,B,true,NBA wager: Cleveland Cavaliers @ New York Knicks — Karl-Anthony Towns OVER 4.5 AST — FanDuel
2026-05-19,James Harden,AST,6.5,Caesars,5.5,0.66,0.31,73.1,UNDER,Starter,Cleveland Cavaliers @ New York Knicks,1.98,0.5,Pending,0,,B,support,0.7309,B,true,NBA wager: Cleveland Cavaliers @ New York Knicks — James Harden UNDER 6.5 AST — Caesars
2026-05-19,Mitchell Robinson,PTS,4.5,BetMGM,5.9,0.67,0.301,54.7,OVER,Rotation,Cleveland Cavaliers @ New York Knicks,1.95,0.0,Pending,0,,C,support,0.5466,PASS,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Mitchell Robinson OVER 4.5 PTS — BetMGM
2026-05-19,Dean Wade,PTS,3.5,FanDuel,4.8,0.65,0.283,54.7,OVER,Rotation,Cleveland Cavaliers @ New York Knicks,1.96,0.0,Pending,0,,C,support,0.5466,PASS,false,NBA wager: Cleveland Cavaliers @ New York Knicks — Dean Wade OVER 3.5 PTS — FanDuel
2026-05-19,Josh Hart,3PTM,1.5,Caesars,1.2,0.61,0.274,73.4,UNDER,Starter,Cleveland Cavaliers @ New York Knicks,2.1,0.5,Pending,0,,B,support,0.7337,B,true,NBA wager: Cleveland Cavaliers @ New York Knicks — Josh Hart UNDER 1.5 3PTM — Caesars
