date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-19,Keldon Johnson,PTS,10.5,FanDuel,15.1,0.93,0.815,57.7,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.96,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Keldon Johnson OVER 10.5 PTS — FanDuel
2026-04-19,Jerami Grant,3PTM,1.5,BetRivers,2.9,0.81,0.769,43.2,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,2.18,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Jerami Grant OVER 1.5 3PTM — BetRivers
2026-04-19,Dylan Harper,PTS,8.5,BetRivers,13.9,0.97,0.757,56.1,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.82,0.0,Pending,0,,C,support,0.5612,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Dylan Harper OVER 8.5 PTS — BetRivers
2026-04-19,Cade Cunningham,PTS,25.5,Bovada,17.4,0.82,0.756,43.2,UNDER,Rotation,Orlando Magic @ Detroit Pistons,2.15,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: Orlando Magic @ Detroit Pistons — Cade Cunningham UNDER 25.5 PTS — Bovada
2026-04-19,Stephon Castle,AST,7.5,FanDuel,10.6,0.89,0.738,57.7,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,1.96,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Stephon Castle OVER 7.5 AST — FanDuel
2026-04-19,Scoot Henderson,PTS,10.5,Bovada,15.5,0.84,0.715,57.7,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,2.05,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Scoot Henderson OVER 10.5 PTS — Bovada
2026-04-19,Victor Wembanyama,3PTM,2.5,BetRivers,1.4,0.9,0.573,56.6,UNDER,Starter,Portland Trail Blazers @ San Antonio Spurs,1.75,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Victor Wembanyama UNDER 2.5 3PTM — BetRivers
2026-04-19,Devin Vassell,REB,3.5,BetRivers,5.5,0.78,0.571,57.7,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.02,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Devin Vassell OVER 3.5 REB — BetRivers
2026-04-19,Dylan Harper,REB,2.5,BetRivers,3.6,0.73,0.504,58.1,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,2.05,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: Portland Trail Blazers @ San Antonio Spurs — Dylan Harper OVER 2.5 REB — BetRivers
2026-04-19,Paolo Banchero,AST,4.5,Bovada,6.1,0.74,0.474,57.7,OVER,Starter,Orlando Magic @ Detroit Pistons,2.0,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: Orlando Magic @ Detroit Pistons — Paolo Banchero OVER 4.5 AST — Bovada
