date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-08,Mikal Bridges,REB,3.5,DraftKings,1.8,0.83,0.822,63.0,UNDER,Starter,New York Knicks @ Philadelphia 76ers,2.2,0.0,Pending,0,,C,support,0.6304,C,false,NBA wager: New York Knicks @ Philadelphia 76ers — Mikal Bridges UNDER 3.5 REB — DraftKings
2026-05-08,Anthony Edwards,PTS,22.5,Bovada,15.0,0.86,0.728,56.6,UNDER,Rotation,San Antonio Spurs @ Minnesota Timberwolves,2.0,0.0,Pending,0,,C,support,0.5660,C,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Anthony Edwards UNDER 22.5 PTS — Bovada
2026-05-08,Anthony Edwards,3PTM,2.5,BetMGM,1.6,0.85,0.693,58.1,UNDER,Rotation,San Antonio Spurs @ Minnesota Timberwolves,2.0,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Anthony Edwards UNDER 2.5 3PTM — BetMGM
2026-05-08,Karl-Anthony Towns,PTS,20.5,BetMGM,17.3,0.82,0.567,75.4,UNDER,Rotation,New York Knicks @ Philadelphia 76ers,1.91,1.0,Pending,0,,A,support,0.7540,A,true,NBA wager: New York Knicks @ Philadelphia 76ers — Karl-Anthony Towns UNDER 20.5 PTS — BetMGM
2026-05-08,Karl-Anthony Towns,REB,11.5,BetMGM,9.6,0.73,0.506,76.0,UNDER,Rotation,New York Knicks @ Philadelphia 76ers,2.05,1.0,Pending,0,,A,support,0.7602,A,true,NBA wager: New York Knicks @ Philadelphia 76ers — Karl-Anthony Towns UNDER 11.5 REB — BetMGM
2026-05-08,Ayo Dosunmu,PTS,10.5,BetRivers,16.4,0.7,0.49,43.2,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.14,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Ayo Dosunmu OVER 10.5 PTS — BetRivers
2026-05-08,Miles McBride,PTS,10.5,BetOnline.ag,6.1,0.75,0.486,57.7,UNDER,Rotation,New York Knicks @ Philadelphia 76ers,1.97,0.0,Pending,0,,C,support,0.5771,C,false,NBA wager: New York Knicks @ Philadelphia 76ers — Miles McBride UNDER 10.5 PTS — BetOnline.ag
2026-05-08,De'Aaron Fox,3PTM,1.5,FanDuel,2.1,0.69,0.482,43.2,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.16,0.0,Pending,0,,C,support,0.4321,PASS,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — De'Aaron Fox OVER 1.5 3PTM — FanDuel
2026-05-08,Quentin Grimes,REB,2.5,FanDuel,3.5,0.76,0.473,58.1,OVER,Rotation,New York Knicks @ Philadelphia 76ers,1.93,0.0,Pending,0,,C,support,0.5815,C,false,NBA wager: New York Knicks @ Philadelphia 76ers — Quentin Grimes OVER 2.5 REB — FanDuel
2026-05-08,Mikal Bridges,3PTM,1.5,FanDuel,1.0,0.66,0.42,59.8,UNDER,Starter,New York Knicks @ Philadelphia 76ers,2.14,0.0,Pending,0,,C,support,0.5976,C,false,NBA wager: New York Knicks @ Philadelphia 76ers — Mikal Bridges UNDER 1.5 3PTM — FanDuel
