date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-14,Scoot Henderson,PTS,13.5,BetRivers,17.7,0.8,0.685,94.0,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,2.1,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Portland Trail Blazers @ Phoenix Suns — Scoot Henderson OVER 13.5 PTS — BetRivers
2026-04-14,Jaime Jaquez Jr,PTS,11.5,BetRivers,19.4,0.87,0.66,75.2,OVER,Rotation,Miami Heat @ Charlotte Hornets,1.91,1.0,Pending,0,,A,support,0.7524,A,true,NBA wager: Miami Heat @ Charlotte Hornets — Jaime Jaquez Jr OVER 11.5 PTS — BetRivers
2026-04-14,Kon Knueppel,PTS,18.5,Bovada,14.6,0.76,0.629,82.5,UNDER,Starter,Miami Heat @ Charlotte Hornets,2.15,1.0,Pending,0,,A,support,0.8247,A,true,NBA wager: Miami Heat @ Charlotte Hornets — Kon Knueppel UNDER 18.5 PTS — Bovada
2026-04-14,Toumani Camara,3PTM,2.5,FanDuel,4.6,0.78,0.55,94.2,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.98,1.0,Pending,0,,A,support,0.9422,A,true,NBA wager: Portland Trail Blazers @ Phoenix Suns — Toumani Camara OVER 2.5 3PTM — FanDuel
2026-04-14,Pelle Larsson,PTS,10.5,BetRivers,13.3,0.7,0.515,82.5,OVER,Starter,Miami Heat @ Charlotte Hornets,2.18,1.0,Pending,0,,A,support,0.8247,A,true,NBA wager: Miami Heat @ Charlotte Hornets — Pelle Larsson OVER 10.5 PTS — BetRivers
2026-04-14,Devin Booker,AST,5.5,Caesars,7.2,0.85,0.469,94.0,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.72,1.0,Pending,0,,A,support,0.9397,A,true,NBA wager: Portland Trail Blazers @ Phoenix Suns — Devin Booker OVER 5.5 AST — Caesars
2026-04-14,Scoot Henderson,3PTM,1.5,BetRivers,2.5,0.83,0.449,94.0,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.75,1.0,Pending,0,,A,support,0.9403,A,true,NBA wager: Portland Trail Blazers @ Phoenix Suns — Scoot Henderson OVER 1.5 3PTM — BetRivers
2026-04-14,Bam Adebayo,AST,3.5,BetOnline.ag,5.1,0.75,0.387,94.2,OVER,Starter,Miami Heat @ Charlotte Hornets,1.85,1.0,Pending,0,,A,support,0.9422,A,true,NBA wager: Miami Heat @ Charlotte Hornets — Bam Adebayo OVER 3.5 AST — BetOnline.ag
2026-04-14,Jrue Holiday,3PTM,2.5,FanDuel,3.4,0.64,0.386,79.0,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,2.16,1.0,Pending,0,,A,support,0.7901,A,true,NBA wager: Portland Trail Blazers @ Phoenix Suns — Jrue Holiday OVER 2.5 3PTM — FanDuel
2026-04-14,Andrew Wiggins,REB,4.5,BetRivers,3.2,0.73,0.375,91.3,UNDER,Rotation,Miami Heat @ Charlotte Hornets,1.89,1.0,Pending,0,,A,support,0.9135,A,true,NBA wager: Miami Heat @ Charlotte Hornets — Andrew Wiggins UNDER 4.5 REB — BetRivers
