date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-05-20,Isaiah Hartenstein,REB,4.5,FanDuel,7.9,0.86,0.783,37.6,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.08,0.25,Pending,0,
2026-05-20,Chet Holmgren,PTS,13.5,BetOnline.ag,20.8,0.86,0.687,34.9,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.97,0.25,Pending,0,
2026-05-20,De'Aaron Fox,PTS,14.5,FanDuel,18.6,0.8,0.557,28.7,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.94,0.25,Pending,0,
2026-05-20,Stephon Castle,PTS,16.5,BetMGM,22.2,0.79,0.538,27.6,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.95,0.25,Pending,0,
2026-05-20,Ajay Mitchell,PTS,10.5,Bovada,16.3,0.77,0.532,26.6,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,2.0,0.25,Pending,0,
2026-05-20,Alex Caruso,REB,3.5,DraftKings,4.4,0.74,0.522,25.5,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.05,0.25,Pending,0,
2026-05-20,Chet Holmgren,REB,8.5,BetOnline.ag,10.3,0.77,0.435,23.4,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.86,0.25,Pending,0,
2026-05-20,Jalen Williams,AST,4.5,FanDuel,6.0,0.75,0.423,22.2,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,1.91,0.25,Pending,0,
2026-05-20,Stephon Castle,3PTM,1.5,FanDuel,2.2,0.68,0.359,17.9,OVER,Starter,San Antonio Spurs @ Oklahoma City Thunder,2.0,0.25,Pending,0,
2026-05-20,Luguentz Dort,3PTM,1.5,FanDuel,1.9,0.67,0.35,17.5,OVER,Rotation,San Antonio Spurs @ Oklahoma City Thunder,2.0,0.25,Pending,0,
