date,game,market,pick,line,proj,edge,book,odds,stake,result,profit,injury_notes
2026-03-11,Cleveland Cavaliers @ Orlando Magic,TOTAL,OVER 226.0,226.0,231.9,5.9,Caesars,1.91,0.5,Pending,0,
2026-03-11,Toronto Raptors @ New Orleans Pelicans,TOTAL,UNDER 234.5,234.5,225.7,8.8,Fanatics,1.91,0.5,Pending,0,
2026-03-11,Charlotte Hornets @ Sacramento Kings,SPREAD,Kings +12.5,12.5,Sacramento Kings -7.5,5.0,Caesars,1.91,0.5,Pending,0,
2026-03-11,Houston Rockets @ Denver Nuggets,TOTAL,UNDER 230.5,230.5,224.2,6.3,Bovada,1.91,0.5,Pending,0,
2026-03-11,Minnesota Timberwolves @ Los Angeles Clippers,SPREAD,Timberwolves +2.0,2.0,Minnesota Timberwolves -5.0,7.0,Fanatics,1.91,0.5,Pending,0,
2026-03-11,Minnesota Timberwolves @ Los Angeles Clippers,TOTAL,UNDER 227.5,227.5,212.9,14.6,Fanatics,1.91,1.0,Pending,0,
