date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-24,Derrick White,PTS,13.5,FanDuel,9.6,0.9,0.79,39.9,UNDER,Starter,Boston Celtics @ Philadelphia 76ers,1.98,0.25,Pending,0,
2026-04-24,Stephon Castle,AST,6.5,FanDuel,9.4,0.87,0.643,34.0,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,1.89,0.25,Pending,0,
2026-04-24,Luke Kornet,REB,7.5,DraftKings,5.6,0.79,0.584,29.2,UNDER,Rotation,San Antonio Spurs @ Portland Trail Blazers,2.0,0.25,Pending,0,
2026-04-24,Jabari Smith Jr,PTS,15.5,FanDuel,18.2,0.81,0.556,28.8,OVER,Starter,Los Angeles Lakers @ Houston Rockets,1.93,0.25,Pending,0,
2026-04-24,Toumani Camara,PTS,10.5,DraftKings,16.7,0.78,0.522,26.8,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,1.95,0.25,Pending,0,
2026-04-24,Kevin Durant,AST,4.5,BetMGM,6.8,0.85,0.485,27.9,OVER,Starter,Los Angeles Lakers @ Houston Rockets,1.74,0.25,Pending,0,
2026-04-24,Jayson Tatum,AST,6.5,Fanatics,7.5,0.69,0.483,22.5,OVER,Starter,Boston Celtics @ Philadelphia 76ers,2.15,0.25,Pending,0,
2026-04-24,Jaxson Hayes,PTS,5.5,BetOnline.ag,10.9,0.79,0.441,24.1,OVER,Rotation,Los Angeles Lakers @ Houston Rockets,1.83,0.25,Pending,0,
2026-04-24,Robert Williams,REB,6.5,BetRivers,7.8,0.78,0.418,22.9,OVER,Rotation,San Antonio Spurs @ Portland Trail Blazers,1.83,0.25,Pending,0,
2026-04-24,Scoot Henderson,3PTM,1.5,BetRivers,2.2,0.71,0.415,20.8,OVER,Starter,San Antonio Spurs @ Portland Trail Blazers,2.0,0.25,Pending,0,
