date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-05-17,Donovan Mitchell,AST,3.5,Bovada,2.5,0.9,0.753,38.6,UNDER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.95,0.25,Pending,0,
2026-05-17,Daniss Jenkins,AST,3.5,FanDuel,4.3,0.83,0.637,32.2,OVER,Rotation,Cleveland Cavaliers @ Detroit Pistons,1.98,0.25,Pending,0,
2026-05-17,Max Strus,REB,4.5,FanDuel,6.2,0.81,0.551,28.9,OVER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.91,0.25,Pending,0,
2026-05-17,Cade Cunningham,AST,8.5,BetMGM,6.3,0.81,0.55,28.8,UNDER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.91,0.25,Pending,0,
2026-05-17,Duncan Robinson,PTS,8.5,BetMGM,11.9,0.78,0.486,25.4,OVER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.91,0.25,Pending,0,
2026-05-17,Dean Wade,PTS,3.5,BetMGM,5.0,0.67,0.476,21.6,OVER,Rotation,Cleveland Cavaliers @ Detroit Pistons,2.2,0.25,Pending,0,
2026-05-17,Jalen Duren,PTS,12.5,BetOnline.ag,10.2,0.81,0.439,24.8,UNDER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.77,0.25,Pending,0,
2026-05-17,Tobias Harris,REB,6.5,Bovada,7.2,0.65,0.406,18.9,OVER,Starter,Cleveland Cavaliers @ Detroit Pistons,2.15,0.25,Pending,0,
2026-05-17,Ausar Thompson,PTS,8.5,BetMGM,7.2,0.7,0.342,17.9,UNDER,Starter,Cleveland Cavaliers @ Detroit Pistons,1.91,0.25,Pending,0,
2026-05-17,Dean Wade,AST,0.5,BetMGM,0.3,0.64,0.216,11.3,UNDER,Rotation,Cleveland Cavaliers @ Detroit Pistons,1.91,0.25,Pending,0,
