date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-03-31,Jarrett Allen,PTS,12.5,BetRivers,17.2,0.8,0.761,34.6,OVER,Rotation,Cleveland Cavaliers @ Los Angeles Lakers,2.2,0.25,Pending,0,
2026-03-31,Tari Eason,REB,5.5,FanDuel,7.1,0.76,0.59,28.1,OVER,Rotation,New York Knicks @ Houston Rockets,2.1,0.25,Pending,0,
2026-03-31,Dillon Brooks,PTS,14.5,BetRivers,20.0,0.74,0.574,26.8,OVER,Rotation,Phoenix Suns @ Orlando Magic,2.14,0.25,Pending,0,
2026-03-31,James Harden,REB,4.5,BetMGM,5.8,0.8,0.567,29.1,OVER,Starter,Cleveland Cavaliers @ Los Angeles Lakers,1.95,0.25,Pending,0,
2026-03-31,LaMelo Ball,PTS,20.5,Bovada,24.7,0.76,0.562,27.4,OVER,Starter,Charlotte Hornets @ Brooklyn Nets,2.05,0.25,Pending,0,
2026-03-31,Deni Avdija,PTS,24.5,Bovada,21.3,0.76,0.552,26.9,UNDER,Starter,Portland Trail Blazers @ Los Angeles Clippers,2.05,0.25,Pending,0,
2026-03-31,Scoot Henderson,AST,4.5,BetRivers,3.4,0.78,0.52,26.6,UNDER,Rotation,Portland Trail Blazers @ Los Angeles Clippers,1.96,0.25,Pending,0,
2026-03-31,Darius Garland,3PTM,2.5,BetMGM,4.6,0.87,0.508,29.2,OVER,Starter,Portland Trail Blazers @ Los Angeles Clippers,1.74,0.25,Pending,0,
2026-03-31,Josh Hart,REB,6.5,BetRivers,9.6,0.84,0.506,28.1,OVER,Starter,New York Knicks @ Houston Rockets,1.8,0.25,Pending,0,
2026-03-31,Daniel Gafford,REB,8.5,BetOnline.ag,10.2,0.72,0.499,23.9,OVER,Rotation,Dallas Mavericks @ Milwaukee Bucks,2.09,0.25,Pending,0,
