date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-01,Jaylen Brown,AST,5.5,FanDuel,7.0,0.78,0.679,31.7,OVER,Starter,Boston Celtics @ Miami Heat,2.14,0.25,Pending,0,
2026-04-01,Josh Hart,AST,4.5,BetMGM,3.5,0.8,0.593,29.6,UNDER,Starter,New York Knicks @ Memphis Grizzlies,2.0,0.25,Pending,0,
2026-04-01,Gary Payton II,PTS,11.5,BetOnline.ag,14.5,0.87,0.582,32.2,OVER,Rotation,San Antonio Spurs @ Golden State Warriors,1.81,0.25,Pending,0,
2026-04-01,Will Richard,PTS,8.5,Bovada,6.0,0.73,0.579,26.9,UNDER,Rotation,San Antonio Spurs @ Golden State Warriors,2.15,0.25,Pending,0,
2026-04-01,Tyler Herro,REB,4.5,BetRivers,5.8,0.72,0.518,24.7,OVER,Starter,Boston Celtics @ Miami Heat,2.1,0.25,Pending,0,
2026-04-01,Mikal Bridges,PTS,13.5,BetMGM,10.8,0.78,0.482,25.2,UNDER,Starter,New York Knicks @ Memphis Grizzlies,1.91,0.25,Pending,0,
2026-04-01,Jamal Shead,PTS,7.5,BetRivers,4.7,0.77,0.462,24.4,UNDER,Rotation,Sacramento Kings @ Toronto Raptors,1.89,0.25,Pending,0,
2026-04-01,Devin Carter,REB,3.5,DraftKings,5.3,0.8,0.425,23.9,OVER,Rotation,Sacramento Kings @ Toronto Raptors,1.78,0.25,Pending,0,
2026-04-01,Tre Jones,AST,6.5,DraftKings,5.0,0.76,0.417,22.3,UNDER,Rotation,Indiana Pacers @ Chicago Bulls,1.87,0.25,Pending,0,
2026-04-01,Brice Sensabaugh,REB,3.5,FanDuel,4.0,0.65,0.411,19.0,OVER,Starter,Denver Nuggets @ Utah Jazz,2.16,0.25,Pending,0,
