date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-03-15,Giannis Antetokounmpo,PTS,30.5,BetRivers,23.1,0.97,0.941,47.1,UNDER,Starter,Indiana Pacers @ Milwaukee Bucks,2.0,0.25,Pending,0,
2026-03-15,Ryan Rollins,PTS,18.5,BetRivers,11.3,0.93,0.772,40.4,UNDER,Starter,Indiana Pacers @ Milwaukee Bucks,1.91,0.25,Pending,0,
2026-03-15,Gui Santos,PTS,15.5,Bovada,8.0,0.88,0.752,37.6,UNDER,Rotation,Golden State Warriors @ New York Knicks,2.0,0.25,Pending,0,
2026-03-15,Kobe Brown,PTS,10.5,BetMGM,8.3,0.91,0.746,39.1,UNDER,Rotation,Indiana Pacers @ Milwaukee Bucks,1.91,0.25,Pending,0,
2026-03-15,Isaiah Collier,AST,9.5,BetMGM,7.1,0.85,0.588,31.4,UNDER,Rotation,Utah Jazz @ Sacramento Kings,1.87,0.25,Pending,0,
2026-03-15,Isaiah Collier,REB,2.5,Bovada,2.0,0.7,0.572,25.4,UNDER,Rotation,Utah Jazz @ Sacramento Kings,2.25,0.25,Pending,0,
2026-03-15,James Harden,3PTM,2.5,Bovada,3.4,0.87,0.561,31.2,OVER,Starter,Dallas Mavericks @ Cleveland Cavaliers,1.8,0.25,Pending,0,
2026-03-15,Cooper Flagg,AST,4.5,FanDuel,5.9,0.8,0.56,28.6,OVER,Starter,Dallas Mavericks @ Cleveland Cavaliers,1.96,0.25,Pending,0,
2026-03-15,Quentin Grimes,AST,4.5,BetMGM,3.2,0.77,0.541,27.1,UNDER,Starter,Portland Trail Blazers @ Philadelphia 76ers,2.0,0.25,Pending,0,
2026-03-15,Brandon Ingram,AST,3.5,BetMGM,4.7,0.78,0.525,26.9,OVER,Starter,Detroit Pistons @ Toronto Raptors,1.95,0.25,Pending,0,
