date,game,market,pick,line,proj,edge,book,odds,stake,result,profit,injury_notes,home_ml_prob,away_ml_prob,home_ml_edge,away_ml_edge,ml_candidate
2026-04-10,Cleveland Cavaliers @ Atlanta Hawks,MONEYLINE,Cleveland Cavaliers ML,,35.5% win prob,9.5,LowVig.ag,3.85,0.5,Pending,0,,0.645,0.355,-12.42,9.52,Cleveland Cavaliers ML
2026-04-10,Cleveland Cavaliers @ Atlanta Hawks,SPREAD,Cavaliers +8.0,8.0,Cleveland Cavaliers by 1.8,9.8,Fanatics,1.91,0.5,Pending,0,,0.645,0.355,-12.42,9.52,Cleveland Cavaliers ML
2026-04-10,Detroit Pistons @ Charlotte Hornets,SPREAD,Hornets -5.5,-5.5,Charlotte Hornets by 12.1,6.6,DraftKings,1.89,0.5,Pending,0,,0.9776,0.0224,31.53,-34.12,
2026-04-10,Miami Heat @ Washington Wizards,SPREAD,Wizards +17.5,17.5,Washington Wizards by 5.9,11.6,Fanatics,1.91,1.0,Pending,0,,0.4593,0.5407,38.08,-40.27,
2026-04-10,Miami Heat @ Washington Wizards,TOTAL,OVER 246.5,246.5,251.3,4.8,Fanatics,1.91,0.0,Pending,0,,0.4593,0.5407,38.08,-40.27,
2026-04-10,New Orleans Pelicans @ Boston Celtics,SPREAD,Pelicans +17.0,17.0,New Orleans Pelicans by 2.5,14.5,Caesars,1.91,1.0,Pending,0,,0.8102,0.1898,-13.32,11.29,
2026-04-10,Philadelphia 76ers @ Indiana Pacers,SPREAD,Pacers +15.0,15.0,Indiana Pacers by 0.4,14.6,Fanatics,1.91,1.0,Pending,0,,0.7041,0.2959,58.98,-62.15,
2026-04-10,Philadelphia 76ers @ Indiana Pacers,TOTAL,OVER 233.0,233.0,241.0,8.0,Fanatics,1.91,0.5,Pending,0,,0.7041,0.2959,58.98,-62.15,
2026-04-10,Toronto Raptors @ New York Knicks,MONEYLINE,Toronto Raptors ML,,41.2% win prob,7.3,BetUS,2.95,0.5,Pending,0,,0.5876,0.4124,-10.21,7.34,Toronto Raptors ML
2026-04-10,Toronto Raptors @ New York Knicks,SPREAD,Raptors +5.5,5.5,Toronto Raptors by 3.1,8.6,Caesars,1.91,0.5,Pending,0,,0.5876,0.4124,-10.21,7.34,Toronto Raptors ML
2026-04-10,Toronto Raptors @ New York Knicks,TOTAL,OVER 219.5,219.5,225.6,6.1,Caesars,1.95,0.5,Pending,0,,0.5876,0.4124,-10.21,7.34,Toronto Raptors ML
2026-04-10,Brooklyn Nets @ Milwaukee Bucks,MONEYLINE,Milwaukee Bucks ML,,92.7% win prob,10.8,LowVig.ag,1.22,1.0,Pending,0,,0.9273,0.0727,10.76,-12.73,Milwaukee Bucks ML
2026-04-10,Orlando Magic @ Chicago Bulls,SPREAD,Bulls +15.0,15.0,Chicago Bulls by 9.0,6.0,Fanatics,1.91,0.5,Pending,0,,0.3208,0.6792,20.32,-22.99,
2026-04-10,Orlando Magic @ Chicago Bulls,TOTAL,UNDER 242.5,242.5,233.6,8.9,Fanatics,1.91,0.5,Pending,0,,0.3208,0.6792,20.32,-22.99,
2026-04-10,Dallas Mavericks @ San Antonio Spurs,SPREAD,Mavericks +18.5,18.5,Dallas Mavericks by 6.3,12.2,DraftKings,1.93,1.0,Pending,0,,0.9081,0.0919,-3.53,0.86,
2026-04-10,Oklahoma City Thunder @ Denver Nuggets,SPREAD,Thunder +12.0,12.0,Oklahoma City Thunder by 2.8,9.2,Fanatics,1.91,0.5,Pending,0,,0.8207,0.1793,-2.67,0.53,
2026-04-10,Oklahoma City Thunder @ Denver Nuggets,TOTAL,OVER 231.5,231.5,236.7,5.2,Fanatics,1.91,0.5,Pending,0,,0.8207,0.1793,-2.67,0.53,
2026-04-10,Minnesota Timberwolves @ Houston Rockets,MONEYLINE,Minnesota Timberwolves ML,,56.0% win prob,36.0,Caesars,5.0,1.0,Pending,0,,0.44,0.56,-37.97,36.0,Minnesota Timberwolves ML
2026-04-10,Minnesota Timberwolves @ Houston Rockets,SPREAD,Timberwolves +10.5,10.5,Minnesota Timberwolves by 6.3,16.8,FanDuel,1.91,1.0,Pending,0,,0.44,0.56,-37.97,36.0,Minnesota Timberwolves ML
2026-04-10,Minnesota Timberwolves @ Houston Rockets,TOTAL,OVER 222.0,222.0,240.0,18.0,FanDuel,1.89,1.0,Pending,0,,0.44,0.56,-37.97,36.0,Minnesota Timberwolves ML
2026-04-10,Memphis Grizzlies @ Utah Jazz,SPREAD,Jazz -4.0,-4.0,Utah Jazz by 8.9,4.9,Fanatics,1.91,0.0,Pending,0,,0.9486,0.0514,34.26,-36.01,
2026-04-10,Golden State Warriors @ Sacramento Kings,SPREAD,Kings +10.5,10.5,Sacramento Kings by 1.2,11.7,Caesars,1.87,1.0,Pending,0,,0.7687,0.2313,56.25,-58.83,
2026-04-10,Golden State Warriors @ Sacramento Kings,TOTAL,OVER 228.5,228.5,239.9,11.4,Caesars,1.91,1.0,Pending,0,,0.7687,0.2313,56.25,-58.83,
2026-04-10,Phoenix Suns @ Los Angeles Lakers,TOTAL,OVER 218.0,218.0,232.5,14.5,Bovada,1.91,1.0,Pending,0,,0.4817,0.5183,3.53,-5.64,
