date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-05-15,Cade Cunningham,AST,8.5,BetOnline.ag,6.4,0.79,0.702,32.6,UNDER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.15,0.25,Pending,0,
2026-05-15,Naz Reid,REB,7.5,Bovada,8.7,0.78,0.685,31.9,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.15,0.25,Pending,0,
2026-05-15,Max Strus,REB,4.5,BetMGM,6.0,0.8,0.685,32.6,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.1,0.25,Pending,0,
2026-05-15,Donovan Mitchell,AST,3.5,Bovada,2.5,0.88,0.652,34.8,UNDER,Starter,Detroit Pistons @ Cleveland Cavaliers,1.87,0.25,Pending,0,
2026-05-15,Julius Randle,REB,6.5,Bovada,7.7,0.71,0.45,21.9,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.05,0.25,Pending,0,
2026-05-15,Tobias Harris,PTS,17.5,DraftKings,20.4,0.75,0.445,23.1,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,1.93,0.25,Pending,0,
2026-05-15,Devin Vassell,AST,2.5,FanDuel,2.8,0.67,0.439,20.3,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.16,0.25,Pending,0,
2026-05-15,Luke Kornet,REB,2.5,FanDuel,4.7,0.72,0.434,21.9,OVER,Rotation,San Antonio Spurs @ Minnesota Timberwolves,1.98,0.25,Pending,0,
2026-05-15,Dennis Schroder,AST,2.5,FanDuel,1.7,0.65,0.403,18.7,UNDER,Rotation,Detroit Pistons @ Cleveland Cavaliers,2.16,0.25,Pending,0,
2026-05-15,Stephon Castle,PTS,16.5,BetMGM,20.1,0.74,0.379,20.3,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,1.87,0.25,Pending,0,
