date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-05-02,Quentin Grimes,REB,2.5,BetOnline.ag,3.3,0.82,0.76,35.3,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.15,0.25,Pending,0,
2026-05-02,Neemias Queta,PTS,7.5,Bovada,10.1,0.74,0.589,27.4,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.15,0.25,Pending,0,
2026-05-02,Nikola Vucevic,AST,1.5,BetMGM,2.2,0.7,0.569,25.3,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,2.25,0.25,Pending,0,
2026-05-02,Kelly Oubre Jr,PTS,9.5,BetRivers,12.9,0.73,0.498,24.3,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.05,0.25,Pending,0,
2026-05-02,Derrick White,PTS,11.5,BetMGM,9.8,0.79,0.445,24.3,UNDER,Starter,Philadelphia 76ers @ Boston Celtics,1.83,0.25,Pending,0,
2026-05-02,Joel Embiid,PTS,26.5,FanDuel,29.3,0.69,0.383,19.1,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.0,0.25,Pending,0,
2026-05-02,Tyrese Maxey,AST,6.5,DraftKings,5.0,0.77,0.371,20.9,UNDER,Starter,Philadelphia 76ers @ Boston Celtics,1.78,0.25,Pending,0,
2026-05-02,VJ Edgecombe,REB,5.5,BetRivers,6.9,0.71,0.322,17.4,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.85,0.25,Pending,0,
2026-05-02,Joel Embiid,3PTM,1.5,FanDuel,1.8,0.62,0.275,13.3,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.06,0.25,Pending,0,
2026-05-02,Jayson Tatum,AST,5.5,Caesars,6.9,0.71,0.272,15.2,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.79,0.25,Pending,0,
