date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-14,Scoot Henderson,PTS,13.5,BetRivers,17.7,0.8,0.685,32.6,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,2.1,0.25,Pending,0,
2026-04-14,Jaime Jaquez Jr,PTS,11.5,BetRivers,19.4,0.87,0.66,34.6,OVER,Rotation,Miami Heat @ Charlotte Hornets,1.91,0.25,Pending,0,
2026-04-14,Kon Knueppel,PTS,18.5,Bovada,14.6,0.76,0.629,29.3,UNDER,Starter,Miami Heat @ Charlotte Hornets,2.15,0.25,Pending,0,
2026-04-14,Toumani Camara,3PTM,2.5,FanDuel,4.6,0.78,0.55,27.8,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.98,0.25,Pending,0,
2026-04-14,Pelle Larsson,PTS,10.5,BetRivers,13.3,0.7,0.515,23.6,OVER,Starter,Miami Heat @ Charlotte Hornets,2.18,0.25,Pending,0,
2026-04-14,Devin Booker,AST,5.5,Caesars,7.2,0.85,0.469,27.2,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.72,0.25,Pending,0,
2026-04-14,Scoot Henderson,3PTM,1.5,BetRivers,2.5,0.83,0.449,25.7,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,1.75,0.25,Pending,0,
2026-04-14,Bam Adebayo,AST,3.5,BetOnline.ag,5.1,0.75,0.387,20.9,OVER,Starter,Miami Heat @ Charlotte Hornets,1.85,0.25,Pending,0,
2026-04-14,Jrue Holiday,3PTM,2.5,FanDuel,3.4,0.64,0.386,17.8,OVER,Starter,Portland Trail Blazers @ Phoenix Suns,2.16,0.25,Pending,0,
2026-04-14,Andrew Wiggins,REB,4.5,BetRivers,3.2,0.73,0.375,19.8,UNDER,Rotation,Miami Heat @ Charlotte Hornets,1.89,0.25,Pending,0,
