date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-05-06,Ayo Dosunmu,PTS,12.5,BetRivers,20.4,0.79,0.638,30.7,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.08,0.25,Pending,0,
2026-05-06,Mikal Bridges,REB,2.5,BetMGM,1.6,0.75,0.583,27.7,UNDER,Rotation,Philadelphia 76ers @ New York Knicks,2.1,0.25,Pending,0,
2026-05-06,Quentin Grimes,REB,2.5,BetMGM,3.4,0.74,0.522,25.5,OVER,Rotation,Philadelphia 76ers @ New York Knicks,2.05,0.25,Pending,0,
2026-05-06,Josh Hart,REB,8.5,Bovada,6.5,0.69,0.518,23.6,UNDER,Starter,Philadelphia 76ers @ New York Knicks,2.2,0.25,Pending,0,
2026-05-06,Jaden McDaniels,PTS,15.5,Bovada,19.4,0.74,0.51,24.9,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.05,0.25,Pending,0,
2026-05-06,Paul George,PTS,14.5,BetMGM,17.4,0.81,0.463,25.7,OVER,Starter,Philadelphia 76ers @ New York Knicks,1.8,0.25,Pending,0,
2026-05-06,Julius Randle,PTS,18.5,BetRivers,21.2,0.73,0.462,23.1,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.0,0.25,Pending,0,
2026-05-06,Keldon Johnson,REB,3.5,FanDuel,5.1,0.74,0.451,23.0,OVER,Rotation,Minnesota Timberwolves @ San Antonio Spurs,1.96,0.25,Pending,0,
2026-05-06,De'Aaron Fox,3PTM,1.5,FanDuel,2.1,0.67,0.401,19.3,OVER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.08,0.25,Pending,0,
2026-05-06,Miles McBride,AST,1.5,BetMGM,1.1,0.72,0.399,20.5,UNDER,Rotation,Philadelphia 76ers @ New York Knicks,1.95,0.25,Pending,0,
