date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-09,Scottie Barnes,REB,7.5,DraftKings,5.3,0.84,0.695,34.6,UNDER,Starter,Miami Heat @ Toronto Raptors,2.01,0.25,Pending,0,
2026-04-09,LeBron James,PTS,24.5,Bovada,18.1,0.82,0.686,33.5,UNDER,Starter,Los Angeles Lakers @ Golden State Warriors,2.05,0.25,Pending,0,
2026-04-09,Carlton Carrington,REB,3.5,BetOnline.ag,2.1,0.93,0.673,37.4,UNDER,Rotation,Chicago Bulls @ Washington Wizards,1.8,0.25,Pending,0,
2026-04-09,VJ Edgecombe,PTS,14.5,Bovada,21.3,0.76,0.672,30.5,OVER,Starter,Philadelphia 76ers @ Houston Rockets,2.2,0.25,Pending,0,
2026-04-09,Scottie Barnes,AST,6.5,BetOnline.ag,9.5,0.83,0.654,32.7,OVER,Starter,Miami Heat @ Toronto Raptors,2.0,0.25,Pending,0,
2026-04-09,Paul George,PTS,17.5,BetRivers,23.8,0.76,0.624,29.1,OVER,Starter,Philadelphia 76ers @ Houston Rockets,2.14,0.25,Pending,0,
2026-04-09,Malachi Smith,AST,3.5,BetOnline.ag,2.2,0.77,0.621,29.6,UNDER,Rotation,Indiana Pacers @ Brooklyn Nets,2.1,0.25,Pending,0,
2026-04-09,Deandre Ayton,REB,8.5,DraftKings,5.6,0.81,0.577,29.7,UNDER,Rotation,Los Angeles Lakers @ Golden State Warriors,1.94,0.25,Pending,0,
2026-04-09,Derrick White,PTS,14.5,BetOnline.ag,11.6,0.8,0.57,29.1,UNDER,Starter,Boston Celtics @ New York Knicks,1.96,0.25,Pending,0,
2026-04-09,Ja'Kobe Walter,3PTM,1.5,Bovada,2.8,0.77,0.535,26.8,OVER,Starter,Miami Heat @ Toronto Raptors,2.0,0.25,Pending,0,
