date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-22,Devin Booker,PTS,23.5,FanDuel,29.9,0.85,0.69,34.5,OVER,Starter,Phoenix Suns @ Oklahoma City Thunder,2.0,0.25,Pending,0,
2026-04-22,Kevin Huerter,PTS,5.5,BetRivers,9.8,0.77,0.637,30.1,OVER,Rotation,Orlando Magic @ Detroit Pistons,2.12,0.25,Pending,0,
2026-04-22,Anthony Black,REB,2.5,BetMGM,4.3,0.81,0.573,29.4,OVER,Rotation,Orlando Magic @ Detroit Pistons,1.95,0.25,Pending,0,
2026-04-22,Daniss Jenkins,AST,2.5,DraftKings,5.0,0.78,0.538,27.4,OVER,Rotation,Orlando Magic @ Detroit Pistons,1.96,0.25,Pending,0,
2026-04-22,Isaiah Joe,PTS,6.5,BetOnline.ag,12.4,0.8,0.534,28.0,OVER,Rotation,Phoenix Suns @ Oklahoma City Thunder,1.91,0.25,Pending,0,
2026-04-22,Cade Cunningham,PTS,27.5,BetRivers,19.6,0.75,0.523,25.9,UNDER,Starter,Orlando Magic @ Detroit Pistons,2.02,0.25,Pending,0,
2026-04-22,Devin Booker,AST,5.5,FanDuel,6.4,0.65,0.489,21.5,OVER,Starter,Phoenix Suns @ Oklahoma City Thunder,2.28,0.25,Pending,0,
2026-04-22,Ajay Mitchell,AST,2.5,BetMGM,3.5,0.72,0.481,23.4,OVER,Rotation,Phoenix Suns @ Oklahoma City Thunder,2.05,0.25,Pending,0,
2026-04-22,Duncan Robinson,3PTM,2.5,Bovada,3.2,0.71,0.464,22.6,OVER,Rotation,Orlando Magic @ Detroit Pistons,2.05,0.25,Pending,0,
2026-04-22,Paolo Banchero,AST,4.5,BetMGM,5.7,0.69,0.373,18.7,OVER,Starter,Orlando Magic @ Detroit Pistons,2.0,0.25,Pending,0,
