date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-03-29,Deni Avdija,PTS,25.5,Bovada,20.5,0.86,0.729,36.4,UNDER,Starter,Washington Wizards @ Portland Trail Blazers,2.0,0.25,Pending,0,
2026-03-29,Gary Payton II,PTS,11.5,Bovada,14.1,0.84,0.721,35.2,OVER,Rotation,Golden State Warriors @ Denver Nuggets,2.05,0.25,Pending,0,
2026-03-29,Jaylen Brown,AST,5.5,BetRivers,7.0,0.81,0.718,33.9,OVER,Starter,Boston Celtics @ Charlotte Hornets,2.12,0.25,Pending,0,
2026-03-29,Kyle Kuzma,REB,3.5,FanDuel,2.5,0.79,0.715,32.8,UNDER,Rotation,Los Angeles Clippers @ Milwaukee Bucks,2.18,0.25,Pending,0,
2026-03-29,Cameron Johnson,PTS,11.5,FanDuel,15.6,0.84,0.69,34.2,OVER,Starter,Golden State Warriors @ Denver Nuggets,2.02,0.25,Pending,0,
2026-03-29,Mitchell Robinson,PTS,4.5,FanDuel,8.4,0.85,0.619,32.4,OVER,Rotation,New York Knicks @ Oklahoma City Thunder,1.91,0.25,Pending,0,
2026-03-29,Toumani Camara,REB,4.5,FanDuel,3.7,0.73,0.61,27.7,UNDER,Starter,Washington Wizards @ Portland Trail Blazers,2.2,0.25,Pending,0,
2026-03-29,Josh Hart,REB,7.5,FanDuel,9.3,0.72,0.555,25.7,OVER,Starter,New York Knicks @ Oklahoma City Thunder,2.16,0.25,Pending,0,
2026-03-29,Darius Garland,3PTM,2.5,FanDuel,4.3,0.84,0.508,28.2,OVER,Starter,Los Angeles Clippers @ Milwaukee Bucks,1.8,0.25,Pending,0,
2026-03-29,Nikola Jokic,AST,11.5,FanDuel,13.2,0.71,0.497,23.7,OVER,Starter,Golden State Warriors @ Denver Nuggets,2.1,0.25,Pending,0,
