date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-04-28,Quentin Grimes,REB,2.5,FanDuel,3.2,0.81,0.598,30.2,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,1.98,0.25,Pending,0,
2026-04-28,Stephon Castle,REB,5.5,FanDuel,7.8,0.78,0.575,28.5,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.02,0.25,Pending,0,
2026-04-28,Neemias Queta,PTS,7.5,FanDuel,11.5,0.81,0.528,28.1,OVER,Rotation,Philadelphia 76ers @ Boston Celtics,1.88,0.25,Pending,0,
2026-04-28,Stephon Castle,3PTM,1.5,BetMGM,2.0,0.69,0.524,23.8,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.2,0.25,Pending,0,
2026-04-28,Kelly Oubre Jr,PTS,9.5,DraftKings,13.5,0.75,0.517,25.5,OVER,Starter,Philadelphia 76ers @ Boston Celtics,2.03,0.25,Pending,0,
2026-04-28,Keldon Johnson,REB,3.5,DraftKings,4.9,0.76,0.503,25.3,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,1.99,0.25,Pending,0,
2026-04-28,Robert Williams,REB,7.5,BetRivers,8.6,0.75,0.492,24.6,OVER,Rotation,Portland Trail Blazers @ San Antonio Spurs,2.0,0.25,Pending,0,
2026-04-28,Stephon Castle,AST,7.5,Caesars,9.0,0.7,0.477,22.7,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.1,0.25,Pending,0,
2026-04-28,Scoot Henderson,PTS,14.5,BetRivers,17.8,0.69,0.477,22.3,OVER,Starter,Portland Trail Blazers @ San Antonio Spurs,2.14,0.25,Pending,0,
2026-04-28,Joel Embiid,PTS,26.5,BetMGM,30.4,0.76,0.46,24.1,OVER,Starter,Philadelphia 76ers @ Boston Celtics,1.91,0.25,Pending,0,
